Date,Date,Close,Shift_1,Shift_2,Shift_3,Shift_4,Shift_5,Shift_6,Shift_7,Shift_8,Shift_9,Shift_10,Shift_11,Shift_12,Shift_13,Shift_14,Shift_15,Shift_16,Shift_17,Shift_18,Shift_19,Shift_20,Shift_21,Shift_22,Shift_23,Shift_24,Shift_25,Shift_26,Shift_27,Shift_28,Shift_29,Shift_30,Shift_31,Shift_32,Shift_33,Shift_34,Shift_35,Shift_36,Shift_37,Shift_38,Shift_39,Shift_40,Shift_41,Shift_42,Shift_43,Shift_44,Shift_45,Shift_46,Shift_47,Shift_48,Shift_49,Shift_50
2010-08-02,2010-08-02,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-03,2010-08-03,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-04,2010-08-04,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-05,2010-08-05,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-06,2010-08-06,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,,,,,,,,
2010-08-09,2010-08-09,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,,,,,,,
2010-08-10,2010-08-10,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,,,,,,
2010-08-11,2010-08-11,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,,,,,
2010-08-12,2010-08-12,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,,,,
2010-08-13,2010-08-13,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,,,
2010-08-16,2010-08-16,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,,
2010-08-17,2010-08-17,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,,
2010-08-18,2010-08-18,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,,
2010-08-19,2010-08-19,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,,
2010-08-20,2010-08-20,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,,
2010-08-23,2010-08-23,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,,
2010-08-24,2010-08-24,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,,
2010-08-25,2010-08-25,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,,
2010-08-26,2010-08-26,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,,
2010-08-27,2010-08-27,19.700000762939453,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,,
2010-08-30,2010-08-30,19.8700008392334,19.700000762939453,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,,
2010-08-31,2010-08-31,19.479999542236328,19.8700008392334,19.700000762939453,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,,
2010-09-01,2010-09-01,20.450000762939453,19.479999542236328,19.8700008392334,19.700000762939453,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,,
2010-09-02,2010-09-02,21.059999465942383,20.450000762939453,19.479999542236328,19.8700008392334,19.700000762939453,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,,
2010-09-03,2010-09-03,21.049999237060547,21.059999465942383,20.450000762939453,19.479999542236328,19.8700008392334,19.700000762939453,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,,
2010-09-07,2010-09-07,20.540000915527344,21.049999237060547,21.059999465942383,20.450000762939453,19.479999542236328,19.8700008392334,19.700000762939453,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,,
2010-09-08,2010-09-08,20.899999618530273,20.540000915527344,21.049999237060547,21.059999465942383,20.450000762939453,19.479999542236328,19.8700008392334,19.700000762939453,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438,
2010-09-09,2010-09-09,20.709999084472656,20.899999618530273,20.540000915527344,21.049999237060547,21.059999465942383,20.450000762939453,19.479999542236328,19.8700008392334,19.700000762939453,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055,23.889999389648438
2010-09-10,2010-09-10,20.170000076293945,20.709999084472656,20.899999618530273,20.540000915527344,21.049999237060547,21.059999465942383,20.450000762939453,19.479999542236328,19.8700008392334,19.700000762939453,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656,23.829999923706055
2010-09-13,2010-09-13,20.719999313354492,20.170000076293945,20.709999084472656,20.899999618530273,20.540000915527344,21.049999237060547,21.059999465942383,20.450000762939453,19.479999542236328,19.8700008392334,19.700000762939453,19.75,19.899999618530273,19.200000762939453,20.1299991607666,19.100000381469727,18.790000915527344,18.770000457763672,19.149999618530273,18.780000686645508,18.31999969482422,17.600000381469727,17.899999618530273,19.030000686645508,19.600000381469727,19.59000015258789,20.450000762939453,21.260000228881836,21.950000762939453,20.920000076293945,19.940000534057617,20.350000381469727,20.719999313354492,20.549999237060547,20.950000762939453,21.290000915527344,21.0,20.219999313354492,20.299999237060547,21.90999984741211,20.639999389648438,19.889999389648438,19.84000015258789,18.139999389648438,17.049999237060547,17.399999618530273,17.459999084472656,15.800000190734863,16.110000610351562,19.200000762939453,21.959999084472656
